persona,cognome,nome,info,datanascita,luogonascita,s,collegio,lista,nomegruppo,numeromandati,aggiornamento
http://dati.camera.it/ocd/persona.rdf/p305624,GUERINI,LORENZO,Laurea in scienze politiche; Consulente assicurativo,19661121,LODI,male,LOMBARDIA 4 - P01,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (18.10.2022),3,2025-01-25 13:12:17
http://dati.camera.it/ocd/persona.rdf/p308885,MAULLU,STEFANO GIOVANNI,Laurea in scienze politiche; Dirigente di azienda privata,19620315,MILANO,male,LOMBARDIA 1 - P01,FRATELLI D'ITALIA CON GIORGIA MELONI,FRATELLI D'ITALIA (18.10.2022),1,2025-01-25 13:12:14
http://dati.camera.it/ocd/persona.rdf/p308849,AMATO,GAETANO,"Laurea in scienze delle attività motorie e sportive; Attore, Scrittore",19570605,CASTELLAMMARE DI STABIA,male,CAMPANIA 1 - P02,,MOVIMENTO 5 STELLE (18.10.2022),1,2025-01-25 13:12:43
http://dati.camera.it/ocd/persona.rdf/p307889,RUSPANDINI,MASSIMO,,19730620,CECCANO,male,LAZIO 2 - P02,,FRATELLI D'ITALIA (18.10.2022),1,2025-01-25 13:12:43
http://dati.camera.it/ocd/persona.rdf/p307466,MARROCCO,PATRIZIA,Dirigente di azienda privata,19770321,COLONIA,female,LAZIO 2 - P02,FORZA ITALIA,FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (18.10.2022),2,2025-01-25 13:12:15
http://dati.camera.it/ocd/persona.rdf/p306395,FILIPPIN,ROSANNA,Laurea in giurisprudenza; Avvocato,19620208,BASSANO DEL GRAPPA,female,VENETO 2 - P02,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (20.12.2024),1,2025-01-15 13:12:08
http://dati.camera.it/ocd/persona.rdf/p306352,CAPPELLETTI,ENRICO,Laurea in scienze politiche; consulente aziendale nell'ambito della sostenibilità ambientale,19680205,PADOVA,male,VENETO 2 - P01,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE (18.10.2022),1,2024-01-26 12:44:00
http://dati.camera.it/ocd/persona.rdf/p306398,FORNARO,FEDERICO,Laurea in scienze politiche; Dirigente di azienda,19621209,GENOVA,male,PIEMONTE 2 - P01,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (18.10.2022),2,2025-01-25 13:12:21
http://dati.camera.it/ocd/persona.rdf/p305704,ASCANI,ANNA,"Laurea in filosofia teoretica, morale, politica ed estetica; Dottoranda",19871017,CITTA' DI CASTELLO,female,UMBRIA - P01,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (18.10.2022),3,2025-01-25 13:12:02
http://dati.camera.it/ocd/persona.rdf/p39130,TREMONTI,GIULIO CARLO DANILO,Laurea in giurisprudenza; Professore ordinario di discipline giuridiche; Avvocato,19470818,SONDRIO,male,LOMBARDIA 1 - P02,FRATELLI D'ITALIA CON GIORGIA MELONI,FRATELLI D'ITALIA (18.10.2022),6,2025-01-25 13:12:10
http://dati.camera.it/ocd/persona.rdf/p307502,GIGLIO VIGNA,ALESSANDRO,Diploma di istituto tecnico commerciale; Imprenditore,19801213,IVREA,male,PIEMONTE 1 - P02,,LEGA - SALVINI PREMIER (18.10.2022),2,2025-01-25 13:11:58
http://dati.camera.it/ocd/persona.rdf/p308860,MAZZI,GIANMARCO,Laurea in giurisprudenza; Manager del settore artistico,19600701,VERONA,male,VENETO 2 - P01,FRATELLI D'ITALIA CON GIORGIA MELONI,FRATELLI D'ITALIA (18.10.2022),1,2024-01-26 12:44:16
http://dati.camera.it/ocd/persona.rdf/p307193,BRUNO,RAFFAELE,"Autore e regista teatrale, biologo",19740503,NAPOLI,male,CAMPANIA 1 - P01,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE (18.10.2022),2,2024-01-26 12:43:54
http://dati.camera.it/ocd/persona.rdf/p307829,LOMUTI,ARNALDO,Laurea in giurisprudenza; Avvocato,19750214,VENOSA,male,BASILICATA - P01,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE (18.10.2022),1,2025-01-25 13:12:41
http://dati.camera.it/ocd/persona.rdf/p308839,PALOMBI,ALESSANDRO,Laurea in giurisprudenza; Avvocato patrocinante nelle giurisdizioni superiori,19760707,TIVOLI,male,LAZIO 1 - P02,,FRATELLI D'ITALIA (18.10.2022),1,2025-01-25 13:12:07
http://dati.camera.it/ocd/persona.rdf/p301541,COSTA,ENRICO,Laurea in giurisprudenza; Avvocato,19691129,CUNEO,male,LOMBARDIA 1 - P02,AZIONE - ITALIA VIVA - CALENDA,FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (16.09.2024),5,2025-01-25 13:12:04
http://dati.camera.it/ocd/persona.rdf/p308766,CALDERONE,TOMMASO ANTONINO,Laurea in giurisprudenza; Avvocato patrocinante in cassazione,19630130,BARCELLONA POZZO DI GOTTO,male,SICILIA 2 - P01,,FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (18.10.2022),1,2025-01-25 13:12:13
http://dati.camera.it/ocd/persona.rdf/p50115,GIORGETTI,GIANCARLO,Laurea in economia aziendale,19661216,CAZZAGO BRABBIA,male,LOMBARDIA 2 - P02,,LEGA - SALVINI PREMIER (18.10.2022),7,2024-01-26 12:44:09
http://dati.camera.it/ocd/persona.rdf/p307603,COLUCCI,ALESSANDRO,Laurea in economia aziendale,19740520,MILANO,male,PUGLIA - P04,,NOI MODERATI (27.10.2022),2,2025-01-25 13:12:28
http://dati.camera.it/ocd/persona.rdf/p308840,CASO,ANTONIO,Laurea in informatica; Insegnante di scuola secondaria superiore; Informatico,19840205,NAPOLI,male,CAMPANIA 1 - P01,,MOVIMENTO 5 STELLE (18.10.2022),1,2025-01-25 13:12:05
http://dati.camera.it/ocd/persona.rdf/p307298,BIGNAMI,GALEAZZO,Laurea in giurisprudenza; Avvocato,19751025,BOLOGNA,male,EMILIA-ROMAGNA - P02,FRATELLI D'ITALIA CON GIORGIA MELONI,FRATELLI D'ITALIA (18.10.2022),2,2025-01-25 13:12:17
http://dati.camera.it/ocd/persona.rdf/p308830,BELLOMO,DAVIDE,Laurea in giurisprudenza; Avvocato penalista.,19700218,ASCOLI PICENO,male,PUGLIA - P02,,LEGA - SALVINI PREMIER (18.10.2022),1,2025-01-25 13:12:17
http://dati.camera.it/ocd/persona.rdf/p34580,TABACCI,BRUNO,Laurea in economia e commercio,19460827,QUISTELLO,male,LOMBARDIA 1 - P01,,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (18.10.2022),7,2025-01-25 13:12:15
http://dati.camera.it/ocd/persona.rdf/p307903,SUDANO,VALERIA CARMELA MARIA,Laurea in giurisprudenza; Avvocato civilista specializzato in diritto societario e bancario,19750926,CATANIA,female,SICILIA 2 - P02,,LEGA - SALVINI PREMIER (18.10.2022),1,2025-01-25 13:12:40
http://dati.camera.it/ocd/persona.rdf/p302942,ANGELUCCI,ANTONIO,Licenza media; Imprenditore,19440916,SANTE MARIE,male,LAZIO 1 - P02,LEGA PER SALVINI PREMIER,LEGA - SALVINI PREMIER (18.10.2022),4,2025-01-20 13:09:38
http://dati.camera.it/ocd/persona.rdf/p300497,BARELLI,PAOLO,Diploma di liceo scientifico; Imprenditore,19540607,ROMA,male,LAZIO 1 - P02,FORZA ITALIA,FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (18.10.2022),2,2025-01-24 13:12:06
http://dati.camera.it/ocd/persona.rdf/p308850,SCHIANO DI VISCONTI,MICHELE,Laurea in medicina e chirurgia; Medico,19620226,MUGNANO DI NAPOLI,male,CAMPANIA 1 - P01,FRATELLI D'ITALIA CON GIORGIA MELONI,FRATELLI D'ITALIA (18.10.2022),1,2025-01-25 13:12:00
http://dati.camera.it/ocd/persona.rdf/p308782,TIRELLI,FRANCO,Laurea in giurisprudenza; Avvocato civilista,19651010,ROSARIO,male,AMERICA MERIDIONALE,MOVIMENTO ASSOCIATIVO ITALIANI ALL'ESTERO - MAIE,NOI MODERATI (27.10.2022),1,2025-01-25 13:12:18
http://dati.camera.it/ocd/persona.rdf/p308912,GIRELLI,GIAN ANTONIO,Agente di assicurazione,19620915,SALO',male,LOMBARDIA 3 - P02,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (18.10.2022),1,2024-01-26 12:44:51
http://dati.camera.it/ocd/persona.rdf/p307302,ASCARI,STEFANIA,"Laurea in giurisprudenza, Corsi e scritti di specializzazione e approfondimenti; Avvocata penalista ed esperta in diritto dell'immigrazione",19800303,CORREGGIO,female,EMILIA-ROMAGNA - P02,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE (18.10.2022),2,2025-01-25 13:12:48
http://dati.camera.it/ocd/persona.rdf/p307680,CECCHETTI,FABRIZIO,Diploma di liceo scientifico; Imprenditore,19771203,RHO,male,LOMBARDIA 1 - P02,LEGA PER SALVINI PREMIER,LEGA - SALVINI PREMIER (18.10.2022),2,2025-01-25 13:12:36
http://dati.camera.it/ocd/persona.rdf/p303089,PICHETTO FRATIN,GILBERTO,Laurea in economia e commercio; Dottore commercialista,19540104,VEGLIO,male,PIEMONTE 1 - P02,FORZA ITALIA,FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (18.10.2022),1,2024-01-26 12:44:48
http://dati.camera.it/ocd/persona.rdf/p308421,ALBANO,LUCIA,"Laurea in economia e commercio; Dottore commercialista, Insegnante di scuola secondaria superiore",19650211,SAN BENEDETTO DEL TRONTO,female,MARCHE - P01,FRATELLI D'ITALIA CON GIORGIA MELONI,FRATELLI D'ITALIA (18.10.2022),2,2024-01-26 12:43:45
http://dati.camera.it/ocd/persona.rdf/p308818,MORFINO,DANIELA,Diploma di istituto magistrale; Insegnante di scuola primaria,19740514,PALERMO,female,SICILIA 1 - P01,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE (18.10.2022),1,2025-01-25 13:12:23
http://dati.camera.it/ocd/persona.rdf/p307175,SILVESTRI,RACHELE,Diploma di istituto tecnico industriale; Impiegato,19860830,ASCOLI PICENO,female,ABRUZZO - P01,FRATELLI D'ITALIA CON GIORGIA MELONI,FRATELLI D'ITALIA (18.10.2022),2,2025-01-25 13:12:49
http://dati.camera.it/ocd/persona.rdf/p307591,FONTANA,LORENZO,"Laurea in scienze politiche, Laurea in storia contemporanea, Laurea in filosofia; Dipendente",19800410,VERONA,male,VENETO 2 - P03,,LEGA - SALVINI PREMIER (18.10.2022),2,2025-01-25 13:12:14
http://dati.camera.it/ocd/persona.rdf/p306064,SOTTANELLI,GIULIO CESARE,Laurea in scienze della comunicazione e dell'amministrazione; Agente di assicurazione,19700410,ARBON,male,ABRUZZO - P01,AZIONE - ITALIA VIVA - CALENDA,AZIONE - ITALIA VIVA - RENEW EUROPE (18.10.2022),2,2025-01-25 13:12:06
http://dati.camera.it/ocd/persona.rdf/p308600,CASU,ANDREA,Laurea in scienze dell'amministrazione,19811106,ROMA,male,LAZIO 1 - P01,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (18.10.2022),2,2025-01-25 13:12:13
http://dati.camera.it/ocd/persona.rdf/p307374,SERRACCHIANI,DEBORA,Laurea in giurisprudenza; Avvocato lavorista,19701110,ROMA,female,FRIULI-VENEZIA GIULIA - P01,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (18.10.2022),2,2025-01-25 13:11:57
http://dati.camera.it/ocd/persona.rdf/p302069,SCOTTO,ARTURO,Laurea in scienze politiche; Dirigente di partito,19780515,TORRE DEL GRECO,male,TOSCANA - P03,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (18.10.2022),3,2025-01-25 13:12:46
http://dati.camera.it/ocd/persona.rdf/p307463,LOLLOBRIGIDA,FRANCESCO,Laurea in giurisprudenza,19720321,TIVOLI,male,LAZIO 2 - P02,FRATELLI D'ITALIA CON GIORGIA MELONI,FRATELLI D'ITALIA (18.10.2022),2,2024-01-26 12:44:23
http://dati.camera.it/ocd/persona.rdf/p307678,ROSSELLO,CRISTINA,"Laurea in giurisprudenza, Scuola di formazione per Amministratore Giudiziario; Avvocato civilista; Cassazionista; Amministratore Giudiziario",19611224,FINALE LIGURE,female,LOMBARDIA 1 - P01,,FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (18.10.2022),2,2025-01-25 13:12:19
http://dati.camera.it/ocd/persona.rdf/p308823,GIORDANO,ANTONIO,"Laurea in giurisprudenza; Laurea in discipline musicali; Manager, Imprenditore",19640606,NAPOLI,male,SICILIA 1 - P02,FRATELLI D'ITALIA CON GIORGIA MELONI,FRATELLI D'ITALIA (18.10.2022),1,2025-01-25 13:12:14
http://dati.camera.it/ocd/persona.rdf/p307567,FERRO,WANDA,Laurea in lettere moderne,19680324,CATANZARO,female,CALABRIA - P01,,FRATELLI D'ITALIA (18.10.2022),2,2024-01-26 12:45:25
http://dati.camera.it/ocd/persona.rdf/p308870,FRIJIA,MARIA GRAZIA,DIPLOMA DI CONSERVATORIO PIANOFORTE; IMPIEGATA,19740809,LA SPEZIA,female,LIGURIA - P01,FRATELLI D'ITALIA CON GIORGIA MELONI,FRATELLI D'ITALIA (18.10.2022),1,2025-01-25 13:12:17
http://dati.camera.it/ocd/persona.rdf/p307632,CENTEMERO,GIULIO,"Laurea in economia e commercio, Executive master in management dell'amministrazione pubblica; Commercialista",19790130,MILANO,male,LOMBARDIA 3 - P01,LEGA PER SALVINI PREMIER,LEGA - SALVINI PREMIER (18.10.2022),2,2025-01-25 13:12:50
http://dati.camera.it/ocd/persona.rdf/p308932,GNASSI,ANDREA,"Laurea in scienze politiche indirizzo economico; Sindaco, Libero professionista",19690327,RIMINI,male,EMILIA-ROMAGNA - P03,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (18.10.2022),1,2025-01-25 13:12:19
http://dati.camera.it/ocd/persona.rdf/p308802,GRIPPO,VALENTINA,Laurea in giurisprudenza; Giornalista professionista,19710807,ROMA,female,VENETO 1 - P01,AZIONE - ITALIA VIVA - CALENDA,AZIONE - ITALIA VIVA - RENEW EUROPE (18.10.2022),1,2025-01-25 13:12:11
http://dati.camera.it/ocd/persona.rdf/p308858,CHERCHI,SUSANNA,Laurea magistrale; Insegnante in pensione,19551223,IGLESIAS,female,SARDEGNA - P01,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE (18.10.2022),1,2025-01-20 13:09:48
http://dati.camera.it/ocd/persona.rdf/p308896,QUARTINI,ANDREA,"Laurea in medicina e chirurgia; Dirigente sanitario, gastroenterologo",19600321,GAMBASSI,male,TOSCANA - P03,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE (18.10.2022),1,2025-01-26 13:10:18
http://dati.camera.it/ocd/persona.rdf/p301439,CESA,LORENZO,Laurea in scienze politiche; Parlamentare,19510816,ARCINAZZO ROMANO,male,MOLISE - P01,,MISTO (18.04.2024),4,2025-01-25 13:12:14
http://dati.camera.it/ocd/persona.rdf/p307803,FEDE,GIORGIO,Diploma di istituto tecnico per geometri;Istruttore tecnico direttivo - Comune,19611223,SAN BENEDETTO DEL TRONTO,male,MARCHE - P01,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE (18.10.2022),1,2025-01-24 13:11:22
http://dati.camera.it/ocd/persona.rdf/p308922,MILANI,MASSIMO,Diploma di liceo scientifico; Imprenditore edile,19670924,ROMA,male,LAZIO 2 - P01,FRATELLI D'ITALIA CON GIORGIA MELONI,FRATELLI D'ITALIA (18.10.2022),1,2025-01-25 13:12:43
http://dati.camera.it/ocd/persona.rdf/p308906,ARRUZZOLO,GIOVANNI,Laurea in scienze politiche,19600330,ROSARNO,male,CALABRIA - P01,,FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (18.10.2022),1,2025-01-25 13:12:23
http://dati.camera.it/ocd/persona.rdf/p307564,ORRICO,ANNA LAURA,Laurea in scienze politiche; Imprenditore del settore dei servizi,19801229,COSENZA,female,CALABRIA - P01,,MOVIMENTO 5 STELLE (18.10.2022),2,2025-01-25 13:11:58
http://dati.camera.it/ocd/persona.rdf/p305733,PASTORINO,LUCA,"Laurea in economia aziendale; Funzionario amministrativo, Sindaco del Comune di Bogliasco",19710930,GENOVA,male,LIGURIA - P01,,MISTO (18.10.2022),3,2025-01-25 13:12:23
http://dati.camera.it/ocd/persona.rdf/p307983,TOCCALINI,LUCA,Laurea in economia e gestione aziendale; Impiegato,19900518,MILANO,male,LOMBARDIA 4 - P01,LEGA PER SALVINI PREMIER,LEGA - SALVINI PREMIER (18.10.2022),2,2024-01-26 12:43:55
http://dati.camera.it/ocd/persona.rdf/p302867,BERGAMINI,DEBORAH,"Laurea in lingue e letterature straniere; Giornalista professionista, Vice Presidente del Gruppo PPE all'Assemblea del Consiglio d'Europa",19671024,VIAREGGIO,female,TOSCANA - P01,FORZA ITALIA,FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (18.10.2022),4,2025-01-25 13:12:15
http://dati.camera.it/ocd/persona.rdf/p308872,ALIFANO,ENRICA,Dottorato di ricerca; Avvocato penalista,19670131,CASERTA,female,CAMPANIA 2 - P01,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE (18.10.2022),1,2025-01-25 13:12:40
http://dati.camera.it/ocd/persona.rdf/p308827,GATTA,GIACOMO DIEGO,Laurea in giurisprudenza; Avvocato civilista,19640410,MANFREDONIA,male,PUGLIA - P01,,FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (18.10.2022),1,2025-01-27 13:13:53
http://dati.camera.it/ocd/persona.rdf/p308854,CARAMIELLO,ALESSANDRO,Laurea in ingegneria civile e ambientale; Dipendente di azienda privata,19770707,NAPOLI,male,CAMPANIA 1 - P02,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE (18.10.2022),1,2025-01-25 13:12:27
http://dati.camera.it/ocd/persona.rdf/p307416,CANTONE,LUCIANO,Laurea triennale in Scienze e Tecnologie dei Trasporti; Dipendente di azienda privata,19870524,CATANIA,male,SICILIA 2 - P02,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE (18.10.2022),2,2025-01-25 13:12:07
http://dati.camera.it/ocd/persona.rdf/p307689,BISA,INGRID,Laurea in giurisprudenza; Avvocato,19780110,ASOLO,female,VENETO 1 - P01,,LEGA - SALVINI PREMIER (18.10.2022),2,2025-01-25 13:12:05
http://dati.camera.it/ocd/persona.rdf/p305708,RICHETTI,MATTEO,Diploma di liceo scientifico; Addetto alle pubbliche relazioni,19740803,SASSUOLO,male,EMILIA-ROMAGNA - P01,AZIONE - ITALIA VIVA - CALENDA,AZIONE - ITALIA VIVA - RENEW EUROPE (18.10.2022),2,2025-01-25 13:11:58
http://dati.camera.it/ocd/persona.rdf/p308863,MORGANTE,MADDALENA,Laurea in giurisprudenza; Avvocato civilista,19810614,VERONA,female,VENETO 2 - P03,FRATELLI D'ITALIA CON GIORGIA MELONI,FRATELLI D'ITALIA (18.10.2022),1,2025-01-25 13:11:59
http://dati.camera.it/ocd/persona.rdf/p302748,ROCCELLA,EUGENIA MARIA,"Laurea in lettere, Dottorato di ricerca; Giornalista",19531115,BOLOGNA,female,CALABRIA - P01,FRATELLI D'ITALIA CON GIORGIA MELONI,FRATELLI D'ITALIA (18.10.2022),3,2022-11-10 12:01:58
http://dati.camera.it/ocd/persona.rdf/p307328,MARATTIN,LUIGI,"Laurea in economia delle amministrazioni pubbliche e delle istituzioni internazionalili, Dottorato di ricerca, Master; Professore associato",19790220,NAPOLI,male,PIEMONTE 2 - P02,AZIONE - ITALIA VIVA - CALENDA,MISTO (09.09.2024),2,2025-01-25 13:11:59
http://dati.camera.it/ocd/persona.rdf/p307762,BRUZZONE,FRANCESCO,Diploma di liceo scientifico; Dipendente pubblico,19620523,GENOVA,male,LIGURIA - P01,LEGA PER SALVINI PREMIER,LEGA - SALVINI PREMIER (18.10.2022),1,2024-01-26 12:43:58
http://dati.camera.it/ocd/persona.rdf/p308829,DALLA CHIESA,RITA,Diploma di liceo linguistico; Giornalista professionista,19470831,CASORIA,female,PUGLIA - P02,,FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (18.10.2022),1,2025-01-25 13:12:47
http://dati.camera.it/ocd/persona.rdf/p307641,IEZZI,IGOR GIANCARLO,Diploma di liceo scientifico; Giornalista,19750118,MILANO,male,LOMBARDIA 1 - P01,LEGA PER SALVINI PREMIER,LEGA - SALVINI PREMIER (18.10.2022),2,2025-01-25 13:11:57
http://dati.camera.it/ocd/persona.rdf/p308855,GIOVINE,SILVIO,Laurea in giurisprudenza;,19831220,VICENZA,male,VENETO 2 - P02,,FRATELLI D'ITALIA (18.10.2022),1,2025-01-25 13:12:19
http://dati.camera.it/ocd/persona.rdf/p300369,ROMANO,FRANCESCO SAVERIO,Laurea in giurisprudenza; Avvocato,19641224,PALERMO,male,SICILIA 1 - P01,,NOI MODERATI (27.10.2022),5,2025-01-25 13:12:18
http://dati.camera.it/ocd/persona.rdf/p308799,FILINI,FRANCESCO,Laurea in scienze politiche e delle relazioni internazionali; Dipendente di partito o gruppo politico,19780904,ROMA,male,VENETO 1 - P01,FRATELLI D'ITALIA CON GIORGIA MELONI,FRATELLI D'ITALIA (18.10.2022),1,2025-01-25 13:12:41
http://dati.camera.it/ocd/persona.rdf/p307436,MAGI,RICCARDO,"Laurea in scienze storiche; già Segretario Radicali italiani, Presidente di +Europa",19760807,ROMA,male,PIEMONTE 1 - P01,,MISTO (18.10.2022),2,2025-01-25 13:11:58
http://dati.camera.it/ocd/persona.rdf/p308844,CAROTENUTO,DARIO,"Diploma di istituto tecnico industriale; Giornalista, documentarista, videomaker",19780211,NAPOLI,male,CAMPANIA 1 - P01,,MOVIMENTO 5 STELLE (18.10.2022),1,2025-01-25 13:12:21
http://dati.camera.it/ocd/persona.rdf/p306003,BONIFAZI,FRANCESCO,"Laurea in giurisprudenza, Master in diritto tributario; Avvocato tributarista",19760624,FIRENZE,male,TOSCANA - P03,AZIONE - ITALIA VIVA - CALENDA,ITALIA VIVA-IL CENTRO-RENEW EUROPE (20.11.2023),2,2025-01-25 13:11:56
http://dati.camera.it/ocd/persona.rdf/p308001,BARZOTTI,VALENTINA,"Laurea in giurisprudenza, Laurea in Management of human resoruces and labour studies; Avvocato",19860205,MILANO,female,LOMBARDIA 4 - P01,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE (18.10.2022),2,2025-01-25 13:12:26
http://dati.camera.it/ocd/persona.rdf/p308791,PIERRO,ATTILIO,Diploma di istituto tecnico per geometri; Operaio comunità montana,19741110,MARATEA,male,CAMPANIA 2 - P02,,LEGA - SALVINI PREMIER (18.10.2022),1,2025-01-25 13:11:56
http://dati.camera.it/ocd/persona.rdf/p308924,GRUPPIONI,NAIKE,Laurea in Economia aziendale e gestione delle imprese internazionali; Imprenditrice del settore metalmeccanico,19790125,BOLOGNA,female,EMILIA-ROMAGNA - P02,AZIONE - ITALIA VIVA - CALENDA,ITALIA VIVA-IL CENTRO-RENEW EUROPE (20.11.2023),1,2025-01-25 13:12:08
http://dati.camera.it/ocd/persona.rdf/p308920,LANCELLOTTA,ELISABETTA CHRISTIANA,Laurea magistrale in scienze delle professioni sanitarie tecnico ed assistenziali; Libero professionista,19790302,ISERNIA,female,MOLISE - P01,FRATELLI D'ITALIA CON GIORGIA MELONI,FRATELLI D'ITALIA (18.10.2022),1,2025-01-25 13:12:31
http://dati.camera.it/ocd/persona.rdf/p308916,FORATTINI,ANTONELLA,Laurea in biologia; Consigliere regionale,19660513,GONZAGA,female,LOMBARDIA 4 - P01,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (18.10.2022),1,2025-01-25 13:12:27
http://dati.camera.it/ocd/persona.rdf/p308909,ANTONIOZZI,ALFREDO,Laurea in giurisprudenza; Libero professionista,19560318,COSENZA,male,CALABRIA - P01,FRATELLI D'ITALIA CON GIORGIA MELONI,FRATELLI D'ITALIA (18.10.2022),1,2025-01-25 13:12:13
http://dati.camera.it/ocd/persona.rdf/p307471,BENVENUTO,ALESSANDRO MANUEL,Laurea in scienze politiche; Parlamentare; già Consigliere regionale del Piemonte; già Consigliere comunale città di Venaria Reale,19860723,VENARIA REALE,male,PIEMONTE 1 - P02,LEGA PER SALVINI PREMIER,LEGA - SALVINI PREMIER (18.10.2022),2,2025-01-25 13:12:22
http://dati.camera.it/ocd/persona.rdf/p306521,ZARATTI,FILIBERTO,Laurea in scienze politiche; Consulente aziendale,19560326,ROMA,male,LAZIO 1 - P01,ALLEANZA VERDI E SINISTRA,ALLEANZA VERDI E SINISTRA (27.10.2022),2,2025-01-25 13:12:32
http://dati.camera.it/ocd/persona.rdf/p307481,MANCINI,CLAUDIO,Diploma di liceo classico; Quadro intermedio,19690222,ROMA,male,LAZIO 1 - P03,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (18.10.2022),2,2024-01-26 12:44:15
http://dati.camera.it/ocd/persona.rdf/p308243,PROVENZANO,GIUSEPPE LUCIANO CALOGERO,Dottorato di ricerca; Dirigente di istituto di ricerca,19820723,SAN CATALDO,male,SICILIA 1 - P01,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (18.10.2022),1,2025-01-25 13:12:47
http://dati.camera.it/ocd/persona.rdf/p308831,IAIA,DARIO,Laurea in giurisprudenza; Avvocato penalista,19731120,FRANCAVILLA FONTANA,male,PUGLIA - P03,,FRATELLI D'ITALIA (18.10.2022),1,2025-01-25 13:12:45
http://dati.camera.it/ocd/persona.rdf/p307210,DI LAURO,CARMELA,Diploma di liceo scientifico,19880324,VICO EQUENSE,female,CAMPANIA 1 - P02,,MOVIMENTO 5 STELLE (18.10.2022),2,2025-01-25 13:12:10
http://dati.camera.it/ocd/persona.rdf/p308903,MASCARETTI,ANDREA,"LAUREA IN INGEGNERIA AEROSPAZIALE, LAUREA IN RELAZIONI INTERNAZIONALI; Imprenditore del marketing e della pubblicita'",19650414,MILANO,male,LOMBARDIA 2 - P01,FRATELLI D'ITALIA CON GIORGIA MELONI,FRATELLI D'ITALIA (18.10.2022),1,2025-01-25 13:11:57
http://dati.camera.it/ocd/persona.rdf/p307826,LAUS,MAURO ANTONIO DONATO,Diploma di istituto tecnico industriale; Imprenditore del settore dei servizi,19660807,LAVELLO,male,PIEMONTE 1 - P01,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (18.10.2022),1,2025-01-25 13:12:35
