CODICE_ISTAT,comune
017051,030150461
007013,020040130
007014,020040140
007015,020040150
007016,020040160
007017,020040170
007018,020040180
007019,020040190
007020,020040200
004067,010270670
090024,200730240
001075,010810730
024029,050900290
064027,150080270
052009,090750090
050012,090620120
001076,010810740
088002,190650020
090025,200730250
026016,050840160
042014,110030140
079029,180220280
017052,030150470
076028,170640280
094015,140940150
010015,070340150
014018,030770180
001077,010810750
021021,040140180
001078,010810760
025012,050100120
014019,030770190
001079,010810770
047022,090630031
069022,130230220
071021,160310200
019029,030260280
016072,030120690
018048,030570450
027008,050870080
001080,010810780
093013,060930130
030024,060850240
051014,090050140
016073,030120700
024030,050900300
014020,030770200
004068,010270680
001081,010810790
082029,190550270
021022,040140190
030025,060850250
008019,070370180
005038,010070380
064028,150080280
008020,070370190
052010,090750100
052011,090750110
051015,090050150
001082,010810800
058118,120700291
084015,190010150
025013,050100130
010016,070340160
079030,180220290
063027,150510270
065042,150720420
058030,120700300
019030,030260290
001083,010810810
002042,010880420
004069,010270690
018049,030570460
017053,030150480
018050,030570470
026017,050840170
017054,030150490
080026,180670260
082030,190550280
063028,150510280
093014,060930140
022058,040830540
005039,010070390
058031,120700310
019031,030260300
043012,110440120
053007,090360060
015077,030490770
082031,190550290
014021,030770210
080027,180670270
001084,010810820
022059,040830550
027009,050870090
028031,050540310
001085,010810830
061030,150200300
008021,070370200
062024,150110240
001086,010810840
077005,170470050
013068,030240650
101007,180970070
101008,180970080
022060,040830560
016074,030120710
009025,070740250
016075,030120720
012050,030860430
015078,030490780
026018,050840180
004070,010270700
005040,010070400
059005,120400050
074005,160160050
054011,100580110
054012,100580120
054013,100580130
068012,130600120
028032,050540320
057016,120690150
080028,180670280
057017,120690160
012051,030860440
097022,030980220
008022,070370210
022061,040830570
002043,010880430
030026,060850260
016076,030120730
017055,030150500
078041,180250420
056021,120910200
066034,130380340
070019,140190190
069023,130230230
094016,140940160
043013,110440130
068013,130600130
058032,120700320
066035,130380350
068014,130600140
056022,120910210
067017,130790160
040009,080320080
051016,090050160
069024,130230240
053008,090360070
066036,130380360
058033,120700330
014022,030770220
013071,030240680
093015,060930150
093016,060930160
004071,010270710
001087,010810850
022062,040830580
078042,180250430
012052,030860441
016077,030120740
001088,010810860
001089,010810870
005041,010070410
017056,030150510
005042,010070420
012053,030860450
066037,130380370
028033,050540330
018051,030570480
038005,080290050
026019,050840190
098019,030990190
030027,060850270
090026,200730260
096019,010960190
108020,031040200
007021,020040210
010017,070340170
024032,050900320
010018,070340180
003051,010520491
024126,050900325
016078,030120750
060027,120330270
033016,080610160
097023,030980230
057018,120690170
066038,130380380
054014,100580140
097024,030980240
070020,140190200
057019,120690180
052012,090750120
060029,120330290
062025,150110250
025014,050100140
026020,050840200
017057,030150520
034009,080560090
068015,130600150
067018,130790170
069025,130230250
069026,130230260
058034,120700340
057020,120690190
001090,010810880
066039,130380390
060028,120330280
075021,160410200
066040,130380400
001091,010810890
001092,010810900
049008,090420080
082032,190550300
070021,140190210
057021,120690200
094017,140940170
041069,110590125
044014,110060140
057022,120690201
018193,030570485
065043,150720430
111012,201110120
017058,030150530
002045,010880450
030028,060850280
043014,110440140
077006,170470060
023027,050890270
017059,030150540
016079,030120760
015081,030490810
023028,050890280
058035,120700350
067019,130790180
013074,030240710
014023,030770230
034010,080560100
078043,180250440
015082,030490820
013251,030240715
016080,030120770
012054,030860460
038006,080290060
045005,090460050
022228,040830595
098020,030990200
030029,060850290
025015,050100150
012055,030860470
017060,030150550
003052,010520500
088003,190650030
084016,190010160
063029,150510290
020020,030450200
022064,040830600
013075,030240720
034011,080560110
016081,030120780
044015,110060150
027010,050870100
094018,140940180
065044,150720440
061031,150200310
023029,050890290
057023,120690210
017061,030150560
027011,050870110
036010,080500100
108021,031040210
080029,180670290
001093,010810910
083018,190480180
026021,050840210
018052,030570490
057024,120690220
079033,180220310
006060,010020580
039008,080660080
028034,050540340
022242,040830621
082033,190550310
057025,120690230
064029,150080290
067020,130790190
065045,150720450
065046,150720460
072019,160090190
064030,150080300
006061,010020590
075022,160410210
018053,030570500
038007,080290070
018054,030570510
072020,160090200
065047,150720470
015085,030490850
029017,050710170
056023,120910220
054015,100580150
093017,060930170
026022,050840220
093018,060930180
046011,090430110
010019,070340190
060030,120330300
066041,130380410
059006,120400060
099003,081010030
075023,160410220
078157,180250455
042015,110030150
001094,010810920
082034,190550320
065048,150720480
076029,170640290
015086,030490860
031002,060350020
016082,030120790
016249,030120791
018191,030570521
015087,030490870
108053,031040215
021023,040140200
024034,050900340
098021,030990210
004072,010270720
034012,080560120
030030,060850300
098022,030990220
098023,030990230
026023,050840230
035020,080680200
108022,031040220
028035,050540350
013077,030240740
043015,110440150
067021,130790200
075024,160410230
015093,030490930
005044,010070440
021024,040140210
079034,180220320
005045,010070450
005046,010070460
005047,010070470
033017,080610170
019032,030260310
019033,030260320
017062,030150570
098024,030990240
033018,080610180
004073,010270730
017063,030150580
097025,030980250
016083,030120800
018192,030570531
005048,010070480
025016,050100160
021025,040140220
067022,130790210
051017,090050170
068016,130600160
021026,040140230
018057,030570540
017064,030150590
030031,060850310
078045,180250460
008023,070370220
014024,030770240
080030,180670300
004074,010270740
001095,010810930
096020,010960200
009026,070740260
044016,110060160
103023,011020230
090027,200730270
005049,010070490
018058,030570550
016084,030120810
029018,050710180
097026,030980260
016247,030120811
016085,030120820
006062,010020600
016086,030120830
024035,050900350
054016,100580160
002047,010880470
008024,070370221
023030,050890300
005050,010070500
004075,010270750
039009,080660090
101009,180970090
057026,120690240
007022,020040220
016087,030120840
018059,030570560
077007,170470070
097027,030980270
002048,010880480
004076,010270760
103024,011020240
024036,050900360
069027,130230270
016088,030120850
019034,030260330
019035,030260340
097028,030980280
012056,030860480
097029,030980290
013083,030240780
006063,010020610
019036,030260350
019037,030260360
002049,010880490
024037,050900370
098025,030990250
050041,090620131
029019,050710190
003055,010520530
096021,010960210
037024,080130240
103025,011020250
063030,150510300
073004,160780040
004077,010270770
010020,070340200
026025,050840250
103026,011020260
067023,130790220
078046,180250470
079036,180220340
078047,180250480
012057,030860490
101010,180970100
019038,030260370
002052,010880520
022068,040830640
101011,180970110
012058,030860500
065049,150720490
013084,030240790
001096,010810940
015096,030490960
012059,030860501
095019,200950190
068017,130600170
001097,010810950
019039,030260380
012060,030860510
004078,010270780
005051,010070510
001098,010810960
069028,130230280
044017,110060170
042016,110030160
018060,030570570
095077,200950191
003058,010520560
012061,030860520
079039,180220370
096023,010960230
016089,030120860
021027,040140240
075025,160410240
028036,050540360
020021,030450210
061032,150200320
015097,030490970
015098,030490980
062026,150110260
013085,030240800
016090,030120870
081007,190820080
101012,180970120
075026,160410250
012062,030860521
012063,030860530
015099,030490981
016091,030120880
022071,040830670
025017,050100170
017065,030150600
102007,181030070
010021,070340210
012064,030860540
079042,180220400
014025,030770250
092015,200170150
111013,201110130
079043,180220410
009027,070740270
011012,070390120
014026,030770260
085006,190180060
080031,180670310
071022,160310210
017066,030150610
004079,010270790
006065,010020630
022074,040830700
006066,010020640
019040,030260390
054017,100580170
097030,030980300
002054,010880540
017067,030150620
108023,031040230
091016,200530150
078048,180250490
008025,070370230
008026,070370240
004080,010270800
008027,070370250
008028,070370260
048013,090300130
030032,060850320
022233,040830715
102008,181030080
078049,180250500
075027,160410260
003060,010520580
013087,030240820
021028,040140250
031003,060350030
004081,010270810
069029,130230290
030033,060850330
023031,050890310
008029,070370270
008030,070370280
031004,060350040
111014,201110140
027012,050870120
097031,030980310
078050,180250510
013089,030240840
025018,050100180
064031,150080310
103028,011020280
111015,201110150
111016,201110160
096024,010960240
013090,030240850
007023,020040230
111017,201110170
091017,200530160
097032,030980320
003062,010520600
018061,030570580
096025,010960250
020022,030450220
016092,030120890
013092,030240870
007024,020040240
040011,080320100
019041,030260400
037025,080130250
061033,150200330
102009,181030090
022078,040830730
030034,060850340
015101,030491000
022079,040830740
004082,010270820
001099,010810970
103029,011020290
091018,200530170
014027,030770270
028106,050540361
024038,050900380
062027,150110261
032001,060920010
012065,030860550
012066,030860551
062028,150110270
070022,140190220
005052,010070520
065050,150720500
017068,030150630
021029,040140260
068018,130600180
091019,200530171
097033,030980330
092108,200170201
004083,010270830
007025,020040250
048014,090300140
016093,030120900
024039,050900390
030035,060850350
086009,190280090
004084,010270840
016094,030120910
004085,010270850
076030,170640300
027013,050870130
013095,030240890
023032,050890320
023033,050890330
017069,030150640
074006,160160060
063064,150510301
081008,190820090
009028,070740280
093019,060930190
090088,200730271
097034,030980340
043016,110440160
111018,201110180
111019,201110190
017070,030150650
097035,030980350
060031,120330310
090028,200730280
028037,050540370
111020,201110200
007026,020040260
013097,030240910
001100,010810980
006067,010020650
046036,090430125
035021,080680210
042017,110030170
056024,120910230
102010,181030100
055011,100800110
030036,060850360
014028,030770280
039010,080660100
071023,160310220
030037,060850370
013098,030240920
073005,160780050
066042,130380420
078051,180250520
012067,030860560
022081,040830760
062029,150110280
025019,050100190
061101,150200331
078052,180250530
042018,110030180
083019,190480190
056025,120910240
079047,180220450
109005,111050050
069104,130230291
013099,030240930
060032,120330320
021030,040140270
036011,080500110
093020,060930200
041013,110590130
067024,130790230
069030,130230300
016096,030120930
057027,120690250
003065,010520630
016097,030120940
069031,130230310
024040,050900400
076031,170640310
004086,010270860
068019,130600190
033019,080610190
056026,120910250
031005,060350050
026026,050840260
074007,160160070
010022,070340220
050014,090620140
004087,010270870
010023,070340230
084017,190010170
081009,190820100
001101,010810990
004088,010270880
001102,010811000
034013,080560130
065051,150720510
006068,010020660
025021,050100210
013100,030240940
001103,010811010
055012,100800120
060033,120330330
089008,190760080
041014,110590140
109006,111050060
012068,030860570
079048,180220460
080032,180670320
077008,170470080
038008,080290080
023034,050890340
070023,140190230
012069,030860580
018062,030570590
005053,010070530
033020,080610200
080033,180670330
057028,120690260
001104,010811020
058036,120700360
043017,110440170
022083,040830780
082035,190550330
029021,050710210
083020,190480200
055013,100800130
034014,080560140
021031,040140280
022085,040830800
019043,030260420
048015,090300150
017071,030150660
027014,050870140
029022,050710220
013101,030240950
048052,090300155
078053,180250540
058037,120700370
102011,181030110
016098,030120941
102012,181030120
045006,090460060
060034,120330340
069032,130230320
076032,170640311
018063,030570600
094019,140940190
102013,181030130
042019,110030190
036012,080500120
009029,070740290
016099,030120950
013102,030240960
016100,030120960
001105,010811030
036013,080500130
033021,080610210
048017,090300170
048018,090300180
078054,180250550
038027,080290085
065052,150720520
060035,120330350
036014,080500140
080034,180670340
093021,060930210
083021,190480210
078055,180250560
087016,190210160
030190,060850385
058120,120700371
043019,110440190
045007,090460070
030039,060850390
017072,030150661
083022,190480220
089009,190760090
090029,200730290
064032,150080320
111021,201110210
095080,200950196
002057,010880570
071024,160310230
062030,150110290
031006,060350060
001106,010811040
051018,090050180
062031,150110300
022087,040830820
044020,110060200
054018,100580180
026027,050840270
011013,070390130
053009,090360080
098026,030990260
083023,190480230
059007,120400070
091024,200530220
007028,020040280
060036,120330360
093022,060930220
064033,150080330
037026,080130260
016101,030120970
034015,080560150
026028,050840280
003066,010520640
002058,010880580
010024,070340240
005054,010070540
028038,050540380
026029,050840290
058122,120700375
066043,130380430
060037,120330370
061034,150200340
016102,030120980
034016,080560160
025022,050100220
016103,030120990
057029,120690270
044021,110060210
062032,150110310
014029,030770290
095020,200950200
076033,170640320
016104,030121000
030137,060850391
064034,150080340
063031,150510310
040012,080320110
094020,140940200
040013,080320120
103031,011020310
058038,120700380
059008,120400080
061035,150200350
019044,030260430
036015,080500150
002059,010880590
022089,040830840
094021,140940210
030040,060850400
030041,060850410
030042,060850420
001107,010811050
034017,080560170
016105,030121010
046013,090430130
021032,040140290
018064,030570610
083024,190480240
046014,090430140
045008,090460080
066044,130380440
069033,130230330
027015,050870150
027016,050870160
070024,140190240
004089,010270890
054019,100580190
079052,180220500
027017,050870170
041015,110590150
024041,050900410
004090,010270900
004091,010270910
006069,010020670
073006,160780060
062033,150110320
062034,150110330
069034,130230340
011014,070390140
069035,130230350
102014,181030140
006070,010020680
109007,111050070
083025,190480250
074008,160160080
076034,170640330
078056,180250570
102015,181030150
089010,190760100
061036,150200360
006071,010020690
018065,030570620
058039,120700390
078057,180250580
022090,040830850
029023,050710230
006072,010020700
006073,010020710
001108,010811060
004092,010270920
036016,080500160
057030,120690280
062035,150110340
029024,050710240
054020,100580200
063032,150510320
063033,150510330
041016,110590160
083026,190480260
026030,050840300
069036,130230360
006074,010020720
064035,150080350
061037,150200370
005055,010070550
069037,130230370
093024,060930240
001109,010811070
041017,110590170
041018,110590180
060038,120330380
094022,140940220
001110,010811080
006075,010020730
006076,010020740
048019,090300190
016106,030121020
023035,050890350
060039,120330390
021033,040140300
069038,130230380
083027,190480270
083028,190480280
065053,150720530
111022,201110220
078058,180250590
039011,080660110
014030,030770300
065054,150720540
007027,020040270
019045,030260440
006077,010020750
041019,110590190
007029,020040281
019046,030260450
091025,200530230
059009,120400090
083029,190480290
015103,030491020
037027,080130270
096026,010960260
066045,130380450
086010,190280100
075028,160410270
079055,180220530
043020,110440200
026031,050840310
029025,050710250
004093,010270930
052013,090750130
091026,200530240
021034,040140310
083030,190480300
075029,160410280
075030,160410290
080035,180670350
097036,030980360
040014,080320130
098027,030990270
012070,030860590
056027,120910260
003068,010520660
012071,030860600
018066,030570630
046015,090430150
058040,120700400
076035,170640340
037028,080130280
028039,050540390
060040,120330400
024042,050900420
075031,160410300
061038,150200380
083031,190480301
061039,150200390
091027,200530250
028040,050540400
006078,010020760
017073,030150670
018067,030570640
004094,010270940
048020,090300200
070025,140190250
024043,050900430
069039,130230390
040015,080320140
018068,030570650
024044,050900440
016107,030121021
016108,030121030
016109,030121040
082036,190550340
077009,170470090
006079,010020770
003069,010520670
015105,030491040
097037,030980370
023036,050890360
017074,030150680
017075,030150690
004095,010270950
003070,010520680
021035,040140320
017076,030150700
018069,030570660
097038,030980380
009030,070740300
022091,040830860
013106,030241000
001111,010811090
079056,180220540
001112,010811100
035022,080680220
040016,080320150
003166,010520695
002061,010880610
017077,030150710
029026,050710260
016110,030121050
006081,010020790
058041,120700410
012072,030860610
091028,200530260
053010,090360090
020024,030450240
012073,030860620
016111,030121060
028041,050540410
023037,050890370
033022,080610220
020025,030450250
085007,190180070
099004,081010040
030043,060850430
012074,030860630
058042,120700420
042020,110030200
019047,030260460
004096,010270960
111023,201110230
010025,070340250
111024,201110240
076036,170640350
058043,120700430
013107,030241010
080036,180670360
082037,190550350
058044,120700440
018071,030570680
012075,030860640
111025,201110250
001113,010811110
103032,011020320
012076,030860650
102016,181030160
014031,030770310
019048,030260470
111026,201110260
015106,030491050
069040,130230400
111027,201110270
064036,150080360
017078,030150720
003073,010520700
103033,011020330
095021,200950210
016113,030121080
002062,010880620
029027,050710270
001114,010811120
017079,030150730
054021,100580210
061040,150200400
082038,190550360
083032,190480310
006082,010020800
088004,190650040
087017,190210170
090030,200730300
001115,010811130
026032,050840311
111028,201110280
081010,190820110
096027,010960270
080037,180670370
065055,150720550
065056,150720560
103034,011020340
007030,020040290
070026,140190260
079058,180220560
076099,170640351
062036,150110350
073007,160780070
065057,150720570
066046,130380460
072021,160090210
061041,150200410
080038,180670380
080039,180670390
083033,190480320
055014,100800140
072022,160090220
022092,040830870
091031,200530290
079059,180220570
069041,130230410
075032,160410310
063034,150510340
082039,190550370
060041,120330410
069042,130230420
067025,130790240
065058,150720580
075033,160410320
018072,030570690
108024,031040240
009031,070740310
022093,040830880
009032,070740320
001116,010811140
079060,180220580
021036,040140330
026033,050840320
018073,030570700
082040,190550380
020026,030450260
012077,030860660
018074,030570710
090083,200730301
019049,030260480
030044,060850440
111029,201110290
111030,201110300
095022,200950220
111031,201110310
095023,200950230
095024,200950240
020027,030450270
014032,030770320
058045,120700450
026034,050840330
077010,170470100
015108,030491070
066047,130380470
031007,060350070
012078,030860670
012079,030860680
016114,030121090
016115,030121100
012080,030860690
016116,030121110
038025,080290091
010026,070340260
004097,010270970
025025,050100250
033023,080610230
004098,010270980
017080,030150740
004099,010270990
003076,010520730
041020,110590200
031008,060350080
031009,060350090
056028,120910270
098028,030990280
056029,120910280
096028,010960280
063035,150510350
033024,080610240
087018,190210180
005056,010070560
037030,080130300
013110,030241030
013111,030241040
083034,190480330
003077,010520740
012081,030860691
028042,050540420
028043,050540430
077011,170470110
016117,030121120
082041,190550390
013249,030241055
018075,030570720
103035,011020350
001117,010811150
087019,190210190
072023,160090230
061042,150200420
005057,010070570
057031,120690290
064037,150080370
002065,010880650
006083,010020810
007031,020040300
007032,020040310
007033,020040320
048021,090300210
015110,030491090
023038,050890380
013113,030241060
061043,150200430
003079,010520760
022095,040830900
030045,060850450
078059,180250600
004100,010271000
024046,050900460
078060,180250610
037031,080130310
006084,010020820
016118,030121130
006085,010020830
016119,030121140
019050,030260490
018076,030570730
033025,080610250
001118,010811160
014033,030770330
014034,030770340
053011,090360100
001119,010811170
058046,120700460
073008,160780080
064038,150080380
044023,110060230
109008,111050080
084018,190010180
056030,120910290
080040,180670400
077012,170470120
064039,150080390
027018,050870180
001120,010811180
019051,030260500
016120,030121150
076037,170640360
072024,160090240
063036,150510360
024047,050900470
075034,160410330
043021,110440210
054022,100580220
054023,100580230
035023,080680230
083035,190480340
111032,201110320
013114,030241070
060042,120330420
029028,050710280
002066,010880660
098029,030990290
079061,180220590
055015,100800150
064040,150080400
076038,170640370
078061,180250620
062037,150110360
069043,130230430
070027,140190270
070028,140190280
050015,090620150
004101,010271010
111033,201110330
035024,080680240
006086,010020840
054024,100580240
015112,030491110
070029,140190290
020028,030450280
058047,120700470
036017,080500170
069044,130230440
103036,011020360
111034,201110340
017081,030150750
019052,030260510
007034,020040330
017082,030150760
111035,201110350
004102,010271020
091032,200530300
023039,050890390
090031,200730310
097039,030980390
022097,040830920
037032,080130320
008031,070370290
048022,090300220
012082,030860692
005058,010070580
017083,030150770
012083,030860700
001121,010811190
103037,011020370
097040,030980400
007035,020040340
066048,130380480
013118,030241110
018077,030570740
001122,010811200
015113,030491120
003082,010520790
015114,030491130
102017,181030170
091033,200530310
017084,030150771
077013,170470130
004103,010271030
079063,180220610
063037,150510370
056031,120910300
071025,160310240
017085,030150780
022098,040830930
094023,140940230
111036,201110360
082042,190550400
005059,010070590
010027,070340270
053012,090360110
067026,130790250
060043,120330430
041021,110590210
023040,050890400
082043,190550410
101013,180970130
016121,030121160
019053,030260520
023041,050890410
006087,010020850
024048,050900480
001123,010811210
008032,070370300
071026,160310250
017086,030150790
065059,150720590
088005,190650050
012084,030860710
001124,010811220
007036,020040350
016122,030121170
007037,020040360
026035,050840340
083036,190480350
059010,120400100
090032,200730320
090033,200730330
001125,010811230
019054,030260530
079065,180220630
070030,140190300
058048,120700480
012085,030860720
091035,200530330
042021,110030210
027019,050870190
038010,080290100
102018,181030180
084019,190010190
007038,020040370
066049,130380490
001126,010811240
001127,010811250
090035,200730350
007039,020040380
004105,010271050
007040,020040390
011015,070390150
007041,020040400
025027,050100270
021117,040140401
097092,030980415
058049,120700490
057032,120690300
015115,030491140
063038,150510380
064041,150080410
021037,040140340
095082,200950246
058116,120700491
090034,200730340
080041,180670410
024049,050900490
013119,030241120
004104,010271040
078062,180250630
076039,170640380
038011,080290110
021038,040140350
009033,070740330
015116,030491150
013120,030241130
078063,180250640
078064,180250650
021039,040140360
021040,040140370
050016,090620160
016123,030121180
069045,130230450
036018,080500180
013121,030241140
079160,180220641
025026,050100260
084020,190010200
047005,090630050
002067,010880670
021041,040140380
069046,130230460
003083,010520800
018078,030570750
034018,080560180
018079,030570760
091037,200530350
058050,120700500
014036,030770360
001128,010811260
109009,111050090
064042,150080420
078065,180250660
047006,090630060
018080,030570770
058115,120700501
070031,140190310
111037,201110370
021042,040140390
082044,190550420
013123,030241160
024050,050900500
048024,090300240
056032,120910310
051042,090050191
073009,160780090
074009,160160090
059011,120400110
030046,060850460
076040,170640390
078066,180250670
030047,060850470
065060,150720600
080042,180670420
021043,040140400
076041,170640400
076042,170640410
001129,010811270
065061,150720610
065062,150720620
064043,150080430
010028,070340280
023042,050890420
022102,040830950
076043,170640420
012086,030860730
012087,030860740
017087,030150800
065063,150720630
022103,040830960
023043,050890430
108025,031040250
075035,160410340
066050,130380500
097042,030980420
022229,040830965
016124,030121190
012088,030860750
023044,050890440
015118,030491170
028044,050540440
091038,200530360
001130,010811280
010029,070340290
001131,010811290
029029,050710290
083037,190480360
016125,030121191
017088,030150810
059012,120400120
002068,010880680
108054,031040255
069047,130230470
089011,190760110
057033,120690310
086011,190280110
073010,160780100
075036,160410350
004106,010271060
004107,010271070
082045,190550430
011016,070390160
006088,010020860
003084,010520810
004108,010271080
034019,080560190
071027,160310260
108026,031040260
001132,010811300
096085,010960291
030048,060850480
061044,150200440
083038,190480370
063039,150510390
068020,130600200
069048,130230480
011017,070390170
016126,030121200
075037,160410360
004109,010271090
022104,040830970
001133,010811310
013126,030241190
061045,150200450
083039,190480380
084021,190010210
045009,090460090
058051,120700510
087020,190210200
097043,030980430
002070,010880700
030049,060850490
007042,020040410
025029,050100290
062038,150110370
102019,181030190
108027,031040270
028045,050540450
013128,030241220
083040,190480390
004110,010271100
017089,030150820
070032,140190320
018081,030570780
087021,190210210
064044,150080440
083041,190480400
013129,030241230
018082,030570790
015122,030491210
069049,130230490
054025,100580250
004111,010271110
108028,031040280
063040,150510400
014037,030770370
025030,050100300
022106,040830990
013130,030241240
049009,090420090
002071,010880710
098030,030990300
075038,160410370
073011,160780110
037033,080130330
009034,070740340
005060,010070600
001134,010811320
015125,030491240
013131,030241250
016127,030121210
091039,200530370
072025,160090250
080043,180670430
091040,200530380
091041,200530390
098031,030990310
098032,030990320
091104,200530391
017090,030150830
017091,030150840
037034,080130340
090084,200730351
097044,030980440
013133,030241270
001135,010811330
001136,010811340
018083,030570800
022108,040831010
012089,030860760
012090,030860770
017092,030150850
048025,090300250
094024,140940240
024051,050900510
025071,050100311
017093,030150860
083042,190480410
040018,080320170
078067,180250680
078068,180250690
013134,030241280
057034,120690320
024052,050900520
001137,010811350
028046,050540460
103038,011020380
025032,050100320
029030,050710300
042022,110030220
068021,130600210
026036,050840350
051020,090050200
043022,110440220
010030,070340300
017094,030150870
091042,200530400
016128,030121220
014038,030770380
017095,030150880
012091,030860780
028047,050540470
025033,050100330
002072,010880720
006193,010020875
056033,120910320
046017,090430170
084022,190010220
071028,160310270
051021,090050210
008033,070370301
070033,140190330
066051,130380510
066052,130380520
033026,080610260
055016,100800160
039012,080660120
024053,050900530
012092,030860790
013135,030241290
091043,200530410
010031,070340310
017096,030150890
111038,201110380
041022,110590220
018084,030570810
078069,180250700
011020,070390200
064045,150080450
090036,200730360
070034,140190340
013136,030241300
013137,030241310
016129,030121230
090037,200730370
013138,030241320
061046,150200460
022109,040831020
001139,010811370
001140,010811380
030051,060850510
029031,050710310
024127,050900541
001141,010811390
021044,040140410
065064,150720640
012093,030860791
016130,030121240
035026,080680260
078070,180250710
012142,030860801
098033,030990330
094025,140940250
070035,140190350
094026,140940260
001142,010811400
043023,110440230
061047,150200470
041023,110590230
108029,031040290
017097,030150900
091044,200530420
004112,010271120
103039,011020390
061048,150200480
014035,030770381
019055,030260540
016131,030121250
103040,011020400
022243,040831031
059013,120400130
070036,140190360
017098,030150910
015130,030491290
003088,010520840
018085,030570820
054026,100580260
079068,180220660
004113,010271130
004114,010271140
066053,130380530
109010,111050100
053013,090360120
058052,120700511
057035,120690330
065065,150720650
075039,160410380
009035,070740350
001143,010811410
020029,030450290
015131,030491300
096030,010960300
030052,060850520
095083,200950247
021045,040140420
013139,030241330
079069,180220670
078071,180250720
102020,181030200
042023,110030230
099022,081010045
065066,150720660
098034,030990340
017099,030150920
011018,070390180
030053,060850530
019056,030260550
037035,080130350
030054,060850540
023045,050890450
022110,040831040
017100,030150930
098035,030990350
103041,011020410
087022,190210220
083043,190480420
097045,030980450
078072,180250730
009036,070740360
021046,040140430
012096,030860820
024055,050900550
017101,030150940
044027,110060270
083044,190480430
006090,010020880
078073,180250740
080044,180670440
091046,200530440
053014,090360130
083045,190480440
111039,201110390
078074,180250750
058053,120700520
097046,030980460
003090,010520851
073012,160780120
017102,030150950
017103,030150960
071029,160310280
004115,010271150
078075,180250760
087057,190210221
093025,060930250
064046,150080460
068022,130600220
026037,050840360
004116,010271160
014039,030770390
020030,030450300
030055,060850550
058054,120700530
016132,030121260
001316,010811415
090038,200730380
092037,200170370
036019,080500190
063041,150510410
023046,050890460
058055,120700540
030056,060850560
078076,180250770
078077,180250780
036020,080500200
003091,010520860
024056,050900560
005061,010070610
076044,170640430
015134,030491330
020031,030450310
079071,180220690
058056,120700550
079072,180220700
057036,120690340
017104,030150970
012097,030860821
049010,090420100
049011,090420110
061049,150200490
051022,090050220
018086,030570830
027020,050870200
021047,040140440
004117,010271170
026038,050840370
001144,010811420
005062,010070620
004118,010271180
110005,161060050
097047,030980470
020032,030450320
013143,030241370
031010,060350100
085008,190180080
063042,150510420
063043,150510430
080045,180670450
082046,190550440
058057,120700560
021048,040140450
047007,090630070
017105,030150971
020033,030450330
004119,010271190
012098,030860830
017106,030150980
080046,180670460
024057,050900570
048026,090300260
095025,200950250
004120,010271200
081011,190820120
054027,100580270
076045,170640440
076046,170640450
056034,120910330
075040,160410390
027021,050870210
021049,040140460
030057,060850570
019057,030260560
075041,160410400
073013,160780130
016133,030121280
004121,010271210
067047,130790251
079073,180220701
079074,180220710
090039,200730390
080047,180670470
098036,030990360
073014,160780140
037036,080130360
018087,030570840
061050,150200500
064047,150080470
078078,180250790
012099,030860840
111040,201110400
015136,030491350
087023,190210230
087024,190210240
076047,170640460
012100,030860850
026039,050840380
103042,011020420
028048,050540480
026040,050840390
028049,050540490
038012,080290111
006091,010020890
013144,030241380
010032,070340320
045010,090460100
066054,130380540
063092,150510431
047008,090630080
109011,111050110
039013,080660130
063044,150510440
053015,090360140
054028,100580280
073015,160780150
098037,030990370
028050,050540500
046018,090430180
096031,010960310
001145,010811430
096032,010960320
044029,110060290
022112,040831060
009037,070740370
003093,010520880
103043,011020430
095026,200950260
043024,110440240
077014,170470140
001146,010811440
075042,160410410
070037,140190370
001147,010811450
071031,160310291
081012,190820130
017107,030150990
058058,120700570
085009,190180090
083046,190480450
087056,190210241
001148,010811460
022113,040831070
014040,030770400
001149,010811470
091047,200530450
108030,031040300
018088,030570850
031011,060350101
034020,080560200
037037,080130370
015139,030491380
016250,030121281
020034,030450340
036021,080500210
026041,050840400
093026,060930260
028052,050540520
003095,010520890
029032,050710320
006092,010020900
040019,080320180
010033,070340330
015140,030491390
075043,160410420
098038,030990380
076048,170640470
080048,180670480
080049,180670490
089012,190760120
101014,180970140
075044,160410430
063045,150510450
080050,180670500
064048,150080480
062039,150110380
004122,010271220
014041,030770410
075045,160410440
021050,040140470
015142,030491410
013145,030241390
018089,030570860
008034,070370310
078079,180250800
084023,190010230
058059,120700580
027022,050870220
006093,010020910
021051,040140480
097048,030980480
012101,030860860
041025,110590250
041026,110590260
065067,150720670
040020,080320190
001150,010811480
064049,150080490
030058,060850580
042024,110030240
103044,011020440
083047,190480460
028053,050540530
098039,030990390
013147,030241410
074010,160160100
014043,030770430
012102,030860861
015144,030491430
038014,080290130
101015,180970150
083048,190480470
028054,050540540
063046,150510460
108031,031040310
022114,040831080
018090,030570870
096033,010960330
018091,030570880
023047,050890470
010034,070340340
018092,030570890
022115,040831090
001152,010811500
022116,040831100
082047,190550450
016134,030121290
022117,040831110
003097,010520910
096034,010960340
026042,050840410
003098,010520920
103045,011020450
057037,120690350
075046,160410450
069050,130230500
079077,180220740
077015,170470150
010035,070340350
061051,150200510
015146,030491450
083049,190480480
085010,190180100
102021,181030210
095027,200950270
087025,190210250
083050,190480490
009038,070740380
087026,190210251
017108,030151000
